service_id,nom,description,type,university_id,date_creation
3781,Architecture,Formation en développement logiciel et systèmes informatiques,Doctorat,16,2018-10-30
3782,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Doctorat,89,2019-06-11
3783,Mécanique,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,89,1998-11-19
3784,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,License,3,1998-11-16
3785,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,26,2001-12-10
3786,Architecture,Formation en développement logiciel et systèmes informatiques,License,31,2002-12-23
3787,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,61,2018-01-28
3788,Télécommunications,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,55,1985-06-07
3789,Génie Industriel,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,85,1997-04-21
3790,Télécommunications,Formation en conception et gestion d'espaces architecturaux et urbains,License,43,2006-03-15
3791,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,14,2022-10-03
3792,Ingénierie des Systèmes,Formation sur la gestion des systèmes d'information et leur optimisation,Master,16,1979-06-06
3793,Télécommunications,Formation en conception et gestion de structures civiles,Doctorat,1,1999-02-09
3794,Génie Civil,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,81,1990-06-18
3795,Informatique,Formation en conception et gestion de structures civiles,Cycle ingénieur,31,2006-04-10
3796,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,46,1987-12-18
3797,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Doctorat,31,1988-07-28
3798,Architecture,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,99,1993-04-21
3799,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,21,1992-12-02
3800,Télécommunications,"Formation en conception, fabrication et maintenance de machines",License,21,1978-07-22
3801,Mécanique,"Formation en conception, fabrication et maintenance de machines",Doctorat,83,2013-09-02
3802,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Master,39,2002-01-21
3803,Architecture,"Formation en conception, fabrication et maintenance de machines",Doctorat,91,1989-08-02
3804,Informatique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,38,1992-12-12
3805,Architecture,Formation en conception et gestion de structures civiles,Cycle ingénieur,46,1979-12-18
3806,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,4,2019-05-01
3807,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,28,2006-06-19
3808,Mécanique,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,25,2004-06-19
3809,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Doctorat,88,2020-02-27
3810,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,48,2017-03-25
3811,Mécanique,Formation en conception et gestion des systèmes électroniques,Master,55,1989-04-28
3812,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,81,1979-05-20
3813,Mécanique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,53,1984-08-18
3814,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,44,1992-02-15
3815,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,License,94,1987-07-17
3816,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,13,1978-04-15
3817,Télécommunications,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,54,2018-11-01
3818,Télécommunications,Formation en conception et gestion de structures civiles,Cycle ingénieur,10,1984-04-13
3819,Mécanique,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,55,1984-05-21
3820,Ingénierie Environnementale,Formation sur la gestion des systèmes d'information et leur optimisation,License,26,2011-07-09
3821,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,41,2014-11-25
3822,Génie Industriel,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,85,2007-02-26
3823,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,License,67,1985-05-28
3824,Mathématiques Appliquées,Formation sur la gestion des systèmes d'information et leur optimisation,Master,99,1983-04-14
3825,Architecture,Formation en conception et gestion de structures civiles,Master,99,1988-12-01
3826,Ingénierie Environnementale,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,77,2021-04-01
3827,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,98,1994-08-09
3828,Mécanique,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,66,2006-04-22
3829,Génie Industriel,Formation en développement logiciel et systèmes informatiques,License,12,1995-01-19
3830,Génie Industriel,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,34,1996-12-25
3831,Génie Industriel,Formation en conception et gestion des systèmes électroniques,License,8,1993-01-09
3832,Ingénierie Environnementale,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,94,1990-02-16
3833,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,1,1978-01-31
3834,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,License,15,2023-01-05
3835,Génie Industriel,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,23,1976-04-26
3836,Informatique,Formation en conception et gestion des systèmes électroniques,Master,68,2000-06-02
3837,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,License,23,2015-09-15
3838,Ingénierie Environnementale,Formation en conception et gestion des systèmes électroniques,Master,78,2004-07-14
3839,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,95,1976-05-29
3840,Informatique,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,17,1981-01-30
3841,Génie Industriel,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,80,1979-01-10
3842,Architecture,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,8,1979-05-06
3843,Génie Industriel,Formation en conception et gestion de structures civiles,Master,34,1988-11-01
3844,Ingénierie Environnementale,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,73,2021-07-07
3845,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Master,41,1977-01-09
3846,Télécommunications,Formation sur la gestion des systèmes d'information et leur optimisation,License,13,2003-06-18
3847,Mathématiques Appliquées,Formation en conception et gestion de structures civiles,Doctorat,98,1990-06-11
3848,Génie Industriel,Formation en développement logiciel et systèmes informatiques,Doctorat,98,2002-03-09
3849,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,38,1975-11-30
3850,Génie Industriel,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,27,1977-01-17
3851,Mathématiques Appliquées,Formation sur la gestion des systèmes d'information et leur optimisation,Master,30,1983-04-07
3852,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,42,1975-07-08
3853,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,95,2015-12-25
3854,Mécanique,Formation en conception et gestion des systèmes électroniques,License,17,1978-02-24
3855,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,43,1977-09-07
3856,Mécanique,Formation en conception et gestion de structures civiles,License,49,1986-10-24
3857,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,36,2003-01-11
3858,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,22,2023-12-04
3859,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,68,1987-11-19
3860,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Master,24,1996-07-20
3861,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Master,44,1990-12-27
3862,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,89,2024-08-23
3863,Génie Civil,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,55,1995-09-16
3864,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Master,14,2014-04-16
3865,Génie Civil,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,84,2017-11-11
3866,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,65,1985-12-12
3867,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,45,1979-12-12
3868,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,71,1998-09-14
3869,Informatique,Formation en conception et gestion des systèmes électroniques,Doctorat,17,1975-04-17
3870,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,License,22,1985-03-28
3871,Informatique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,97,1989-03-12
3872,Électronique,Formation en développement logiciel et systèmes informatiques,License,55,1999-07-11
3873,Mécanique,Formation en développement logiciel et systèmes informatiques,License,39,1988-07-04
3874,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,43,1996-02-28
3875,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,89,2003-06-08
3876,Mathématiques Appliquées,Formation en conception et gestion de structures civiles,Cycle ingénieur,29,1998-07-20
3877,Mathématiques Appliquées,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,76,2006-07-15
3878,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,50,2019-12-15
3879,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,90,2012-02-21
3880,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,100,1988-07-28
3881,Électronique,Formation en conception et gestion de structures civiles,Doctorat,26,2010-02-12
3882,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Master,79,1990-02-13
3883,Télécommunications,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,17,1997-10-24
3884,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,45,1977-10-11
3885,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,18,2004-05-16
3886,Génie Industriel,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,87,2000-06-04
3887,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Master,43,1992-07-13
3888,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,96,1977-07-26
3889,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,16,1985-06-09
3890,Génie Industriel,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,38,2007-07-15
3891,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,100,1994-11-02
3892,Ingénierie des Systèmes,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,34,1995-01-18
3893,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,32,1983-09-21
3894,Informatique,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,35,2001-02-07
3895,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,42,2021-03-07
3896,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,45,1982-03-16
3897,Ingénierie des Systèmes,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,95,1993-09-16
3898,Informatique,Formation sur la gestion et l'amélioration des processus industriels,Master,58,1985-11-11
3899,Génie Civil,Formation en développement logiciel et systèmes informatiques,Master,53,1983-03-30
3900,Ingénierie Environnementale,Formation sur la gestion et l'amélioration des processus industriels,Master,83,1982-09-14
3901,Architecture,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,66,1982-11-03
3902,Ingénierie des Systèmes,"Formation en conception, fabrication et maintenance de machines",Doctorat,76,1986-03-29
3903,Télécommunications,"Formation en conception, fabrication et maintenance de machines",Master,68,1977-06-11
3904,Informatique,"Formation en conception, fabrication et maintenance de machines",Master,18,1990-10-18
3905,Génie Civil,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,73,2010-07-13
3906,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,55,2019-11-23
3907,Génie Civil,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,66,1992-01-31
3908,Génie Civil,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,85,1978-05-14
3909,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Master,87,1988-05-09
3910,Architecture,Formation en développement logiciel et systèmes informatiques,Doctorat,98,2002-09-30
3911,Architecture,Formation sur la gestion et l'amélioration des processus industriels,License,98,1999-07-26
3912,Électronique,Formation en conception et gestion de structures civiles,Cycle ingénieur,21,1987-06-24
3913,Architecture,Formation en conception et gestion des systèmes électroniques,Master,64,2002-07-15
3914,Électronique,Formation en conception et gestion des systèmes électroniques,Master,49,2008-05-31
3915,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,3,2024-07-28
3916,Génie Civil,Formation sur la gestion et l'amélioration des processus industriels,License,62,2006-11-17
3917,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,59,1979-11-19
3918,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,61,2019-02-18
3919,Électronique,Formation en développement logiciel et systèmes informatiques,Doctorat,10,1999-06-06
3920,Informatique,Formation en développement logiciel et systèmes informatiques,License,43,2014-09-13
3921,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,4,2005-05-10
3922,Mécanique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,44,1983-01-18
3923,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,37,2007-08-15
3924,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,34,2010-11-03
3925,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,50,2014-07-27
3926,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Master,5,1996-07-29
3927,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,37,1983-08-21
3928,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,Master,43,1999-10-14
3929,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Master,76,1996-11-23
3930,Électronique,Formation en conception et gestion de structures civiles,Doctorat,27,2024-04-09
3931,Télécommunications,Formation en développement logiciel et systèmes informatiques,License,75,2006-08-19
3932,Génie Industriel,Formation en développement logiciel et systèmes informatiques,Doctorat,28,1981-11-15
3933,Ingénierie Environnementale,Formation en développement logiciel et systèmes informatiques,Doctorat,79,1981-09-22
3934,Électronique,Formation en conception et gestion de structures civiles,Master,17,1987-08-13
3935,Informatique,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,8,1991-03-06
3936,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,32,1995-03-17
3937,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,82,2005-04-29
3938,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,License,37,1993-01-05
3939,Électronique,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,19,2004-10-20
3940,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,59,1989-09-14
3941,Électronique,Formation sur la gestion et l'amélioration des processus industriels,License,39,1995-03-25
3942,Informatique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,12,2021-08-21
3943,Télécommunications,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,41,1997-01-27
3944,Télécommunications,Formation sur la gestion des systèmes d'information et leur optimisation,License,83,1996-08-05
3945,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Master,37,2008-05-11
3946,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,71,1978-09-23
3947,Architecture,Formation en conception et gestion des systèmes électroniques,Doctorat,39,2012-11-14
3948,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,30,1990-09-20
3949,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,90,1995-09-14
3950,Génie Industriel,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,99,2003-04-28
3951,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,17,1977-02-09
3952,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,21,2006-09-10
3953,Ingénierie Environnementale,"Formation en conception, fabrication et maintenance de machines",License,43,1993-01-03
3954,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,40,1994-06-26
3955,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,49,2020-04-24
3956,Génie Industriel,Formation en conception et gestion de structures civiles,Doctorat,58,1989-09-12
3957,Électronique,Formation en conception et gestion de structures civiles,Cycle ingénieur,22,2014-04-12
3958,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,14,2001-12-11
3959,Ingénierie Environnementale,Formation en développement logiciel et systèmes informatiques,License,30,1995-01-10
3960,Ingénierie Environnementale,Formation en développement logiciel et systèmes informatiques,Doctorat,53,2007-07-01
3961,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,18,1984-09-12
3962,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,45,1985-08-17
3963,Électronique,Formation en développement logiciel et systèmes informatiques,Doctorat,39,2008-01-03
3964,Ingénierie Environnementale,"Formation en conception, fabrication et maintenance de machines",License,37,2024-08-14
3965,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,47,2005-06-28
3966,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Master,64,2015-08-13
3967,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,License,59,2009-10-07
3968,Génie Industriel,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,38,1996-06-02
3969,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Doctorat,60,2007-10-14
3970,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,Master,88,2014-03-18
3971,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,18,1975-10-18
3972,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,34,2015-09-10
3973,Architecture,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,27,1997-06-12
3974,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,72,1978-04-01
3975,Génie Industriel,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,39,2000-03-15
3976,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,License,5,1996-11-03
3977,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,88,2009-07-29
3978,Électronique,"Formation en conception, fabrication et maintenance de machines",Master,95,1981-10-20
3979,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,96,1999-07-21
3980,Génie Industriel,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,22,1997-12-04
3981,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,License,18,1987-01-26
3982,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,Master,26,1992-04-26
3983,Électronique,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,66,2019-10-25
3984,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Master,45,2015-07-13
3985,Télécommunications,Formation en conception et gestion d'espaces architecturaux et urbains,Master,14,2009-09-02
3986,Mathématiques Appliquées,Formation en conception et gestion des systèmes électroniques,Doctorat,71,1977-01-30
3987,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,18,1981-03-02
3988,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,65,1998-07-02
3989,Mécanique,Formation en développement logiciel et systèmes informatiques,Master,63,2004-11-23
3990,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,13,2004-11-06
3991,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Master,2,1991-02-23
3992,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Master,87,1990-10-01
3993,Génie Civil,Formation en développement logiciel et systèmes informatiques,Master,11,1978-08-31
3994,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Doctorat,8,1996-06-04
3995,Architecture,Formation en conception et gestion des systèmes électroniques,Master,52,2019-03-29
3996,Électronique,Formation en développement logiciel et systèmes informatiques,License,37,1976-11-10
3997,Télécommunications,Formation en développement logiciel et systèmes informatiques,Master,2,2005-05-12
3998,Informatique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,47,1985-04-07
3999,Ingénierie Environnementale,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,84,1984-11-17
4000,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,94,1983-06-19
4001,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,31,2002-01-01
4002,Génie Civil,Formation en développement logiciel et systèmes informatiques,Doctorat,49,1998-02-06
4003,Génie Civil,Formation sur la gestion des systèmes d'information et leur optimisation,Master,52,2017-11-16
4004,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,26,1982-07-06
4005,Génie Civil,Formation sur la gestion des systèmes d'information et leur optimisation,License,48,2013-06-13
4006,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,47,1981-03-25
4007,Mathématiques Appliquées,Formation en conception et gestion de structures civiles,Master,66,2004-08-31
4008,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,License,81,1994-11-15
4009,Électronique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,78,2004-02-16
4010,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,71,1981-01-08
4011,Mécanique,Formation en conception et gestion des systèmes électroniques,License,6,2024-04-03
4012,Ingénierie Environnementale,"Formation en conception, fabrication et maintenance de machines",Master,6,2021-02-09
4013,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,78,1990-07-23
4014,Génie Industriel,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,46,2022-05-15
4015,Mécanique,Formation en conception et gestion des systèmes électroniques,License,70,2009-03-28
4016,Mathématiques Appliquées,Formation en conception et gestion des systèmes électroniques,License,10,2002-11-28
4017,Architecture,Formation en développement logiciel et systèmes informatiques,Master,86,2007-02-05
4018,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,6,2012-06-08
4019,Mécanique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,62,1975-05-16
4020,Mathématiques Appliquées,Formation sur la gestion des systèmes d'information et leur optimisation,Master,70,2021-06-30
4021,Génie Civil,Formation en développement logiciel et systèmes informatiques,Master,75,2024-06-02
4022,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,63,2020-07-28
4023,Génie Industriel,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,52,1988-06-25
4024,Ingénierie des Systèmes,Formation en conception et gestion de structures civiles,Master,57,1978-02-10
4025,Mécanique,Formation en conception et gestion des systèmes électroniques,Doctorat,74,1978-03-04
4026,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,License,79,1988-04-18
4027,Ingénierie Environnementale,Formation sur la gestion des systèmes d'information et leur optimisation,Master,3,1993-09-06
4028,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,96,2021-06-22
4029,Génie Industriel,Formation en développement logiciel et systèmes informatiques,Master,12,2010-09-23
4030,Architecture,Formation en développement logiciel et systèmes informatiques,License,78,2009-07-26
4031,Informatique,Formation sur la gestion et l'amélioration des processus industriels,Master,50,1982-08-31
4032,Architecture,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,9,2014-10-05
4033,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,13,2011-11-08
4034,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Master,58,2007-07-27
4035,Télécommunications,"Formation en conception, fabrication et maintenance de machines",Doctorat,48,1989-05-31
4036,Mathématiques Appliquées,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,93,2010-05-22
4037,Génie Industriel,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,25,1984-08-15
4038,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,93,1984-05-10
4039,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,70,2003-03-21
4040,Ingénierie des Systèmes,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,7,2018-09-24
4041,Génie Civil,Formation en développement logiciel et systèmes informatiques,License,34,2021-01-22
4042,Télécommunications,Formation en conception et gestion des systèmes électroniques,License,31,2023-07-04
4043,Télécommunications,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,31,1987-10-29
4044,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,38,1994-04-06
4045,Mécanique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,13,2011-07-07
4046,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,License,28,2010-09-08
4047,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,71,2000-10-05
4048,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,47,1988-10-11
4049,Mathématiques Appliquées,Formation en conception et gestion de structures civiles,Doctorat,2,2001-02-25
4050,Télécommunications,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,80,1982-07-13
4051,Télécommunications,Formation en conception et gestion des systèmes électroniques,License,38,1994-04-14
4052,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,96,1984-08-17
4053,Ingénierie des Systèmes,Formation en développement logiciel et systèmes informatiques,Master,1,1983-03-19
4054,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,License,17,2021-02-07
4055,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,29,1985-12-28
4056,Génie Industriel,Formation en conception et gestion de structures civiles,License,76,1984-08-19
4057,Informatique,"Formation en conception, fabrication et maintenance de machines",Master,21,1996-08-05
4058,Électronique,Formation en développement logiciel et systèmes informatiques,Master,28,2011-09-03
4059,Ingénierie des Systèmes,Formation en conception et gestion de structures civiles,Master,23,1997-01-22
4060,Ingénierie Environnementale,"Formation en conception, fabrication et maintenance de machines",Master,11,2013-10-30
4061,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,97,2014-04-01
4062,Mécanique,Formation en conception et gestion de structures civiles,Master,9,2008-10-11
4063,Génie Civil,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,17,1977-10-03
4064,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,82,1997-01-19
4065,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,82,1999-06-13
4066,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Doctorat,73,2023-03-09
